"Year of diagnosis","SEER registry IA vs others","FBFSSites4Iowa","Age-Adjusted Rate","Count","Population"
2009,Others,Prostate,70.03,15833,21866374
2009,Others,Bladder and Kidney,35.05,7617,21866374
2009,Others,Brain and Nerves,6.83,1515,21866374
2009,Others,Thyroid,14.32,3193,21866374
2009,Others,Remaining values,52.36,11342,21866374
2010,Iowa,Head and Neck,16.99,608,3051494
2010,Iowa,Esophagus and Stomach,10.40,385,3051494
2010,Iowa,Colorectal,46.62,1703,3051494
2010,Iowa,Liver and IHBD,5.33,198,3051494
2010,Iowa,Lung and Bronchus,66.60,2413,3051494
2010,Iowa,Breast,67.38,2370,3051494
2010,Iowa,Lymphoma and Myeloma,42.26,1509,3051494
2010,Iowa,Acute Leukemias,6.58,229,3051494
2010,Iowa,Melanoma of the Skin,25.43,864,3051494
2010,Iowa,Female Repro,30.23,1075,3051494
2010,Iowa,Prostate,58.92,2185,3051494
2010,Iowa,Bladder and Kidney,41.30,1493,3051494
2010,Iowa,Brain and Nerves,6.61,219,3051494
2010,Iowa,Thyroid,12.91,403,3051494
2010,Iowa,Remaining values,54.12,1952,3051494
2010,Others,Head and Neck,13.31,3113,22110840
2010,Others,Esophagus and Stomach,11.28,2531,22110840
2010,Others,Colorectal,39.45,8921,22110840
2010,Others,Liver and IHBD,8.74,2057,22110840
2010,Others,Lung and Bronchus,52.80,11577,22110840
2010,Others,Breast,68.41,15696,22110840
2010,Others,Lymphoma and Myeloma,38.22,8567,22110840
2010,Others,Acute Leukemias,5.98,1312,22110840
2010,Others,Melanoma of the Skin,25.58,5798,22110840
2010,Others,Female Repro,26.60,6182,22110840
2010,Others,Prostate,66.36,15483,22110840
2010,Others,Bladder and Kidney,35.50,7911,22110840
2010,Others,Brain and Nerves,6.69,1502,22110840
2010,Others,Thyroid,14.03,3176,22110840
2010,Others,Remaining values,51.75,11480,22110840
2011,Iowa,Head and Neck,15.77,577,3070205
2011,Iowa,Esophagus and Stomach,10.73,397,3070205
2011,Iowa,Colorectal,46.01,1697,3070205
2011,Iowa,Liver and IHBD,6.25,239,3070205
2011,Iowa,Lung and Bronchus,64.20,2375,3070205
2011,Iowa,Breast,67.46,2390,3070205
2011,Iowa,Lymphoma and Myeloma,42.18,1523,3070205
2011,Iowa,Acute Leukemias,6.63,228,3070205
2011,Iowa,Melanoma of the Skin,24.34,821,3070205
2011,Iowa,Female Repro,28.35,1011,3070205
2011,Iowa,Prostate,60.24,2268,3070205
2011,Iowa,Bladder and Kidney,41.06,1506,3070205
2011,Iowa,Brain and Nerves,7.90,266,3070205
2011,Iowa,Thyroid,13.29,426,3070205
2011,Iowa,Remaining values,53.51,1933,3070205
2011,Others,Head and Neck,13.55,3227,22380431
2011,Others,Esophagus and Stomach,11.60,2681,22380431
2011,Others,Colorectal,38.25,8810,22380431
2011,Others,Liver and IHBD,9.01,2179,22380431
2011,Others,Lung and Bronchus,51.87,11660,22380431
2011,Others,Breast,70.24,16483,22380431
2011,Others,Lymphoma and Myeloma,36.56,8354,22380431
2011,Others,Acute Leukemias,6.32,1414,22380431
2011,Others,Melanoma of the Skin,24.26,5574,22380431
2011,Others,Female Repro,26.03,6204,22380431
2011,Others,Prostate,62.62,15099,22380431
2011,Others,Bladder and Kidney,35.39,8081,22380431
2011,Others,Brain and Nerves,6.51,1498,22380431
2011,Others,Thyroid,14.85,3433,22380431
2011,Others,Remaining values,51.55,11692,22380431
2012,Iowa,Head and Neck,16.83,627,3082954
2012,Iowa,Esophagus and Stomach,10.25,388,3082954
2012,Iowa,Colorectal,44.85,1651,3082954
2012,Iowa,Liver and IHBD,6.37,243,3082954
2012,Iowa,Lung and Bronchus,63.66,2380,3082954
2012,Iowa,Breast,61.29,2195,3082954
2012,Iowa,Lymphoma and Myeloma,41.49,1503,3082954
2012,Iowa,Acute Leukemias,6.66,239,3082954
2012,Iowa,Melanoma of the Skin,24.39,851,3082954
2012,Iowa,Female Repro,30.36,1095,3082954
2012,Iowa,Prostate,50.10,1939,3082954
2012,Iowa,Bladder and Kidney,42.03,1571,3082954
2012,Iowa,Brain and Nerves,7.99,272,3082954
2012,Iowa,Thyroid,12.71,406,3082954
2012,Iowa,Remaining values,54.59,2007,3082954
2012,Others,Head and Neck,13.64,3331,22652108
2012,Others,Esophagus and Stomach,11.54,2712,22652108
2012,Others,Colorectal,37.23,8799,22652108
2012,Others,Liver and IHBD,9.06,2269,22652108
2012,Others,Lung and Bronchus,51.46,11946,22652108
2012,Others,Breast,70.52,16921,22652108
2012,Others,Lymphoma and Myeloma,37.19,8703,22652108
2012,Others,Acute Leukemias,6.32,1427,22652108
2012,Others,Melanoma of the Skin,24.13,5736,22652108
2012,Others,Female Repro,26.09,6342,22652108
2012,Others,Prostate,51.72,12878,22652108
2012,Others,Bladder and Kidney,35.29,8266,22652108
2012,Others,Brain and Nerves,6.36,1493,22652108
2012,Others,Thyroid,15.02,3514,22652108
2012,Others,Remaining values,53.44,12450,22652108
2013,Iowa,Head and Neck,17.14,646,3102674
2013,Iowa,Esophagus and Stomach,10.27,387,3102674
2013,Iowa,Colorectal,43.64,1629,3102674
2013,Iowa,Liver and IHBD,6.38,248,3102674
2013,Iowa,Lung and Bronchus,63.96,2436,3102674
2013,Iowa,Breast,62.82,2254,3102674
2013,Iowa,Lymphoma and Myeloma,41.10,1517,3102674
2013,Iowa,Acute Leukemias,7.63,268,3102674
2013,Iowa,Melanoma of the Skin,26.91,920,3102674
2013,Iowa,Female Repro,27.76,1033,3102674
2013,Iowa,Prostate,47.17,1880,3102674
2013,Iowa,Bladder and Kidney,40.50,1517,3102674
2013,Iowa,Brain and Nerves,6.86,236,3102674
2013,Iowa,Thyroid,13.66,425,3102674
2013,Iowa,Remaining values,54.28,2015,3102674
2013,Others,Head and Neck,13.46,3382,22895166
2013,Others,Esophagus and Stomach,11.06,2694,22895166
2013,Others,Colorectal,36.08,8741,22895166
2013,Others,Liver and IHBD,9.32,2401,22895166
2013,Others,Lung and Bronchus,50.07,11913,22895166
2013,Others,Breast,70.58,17218,22895166
2013,Others,Lymphoma and Myeloma,36.53,8744,22895166
2013,Others,Acute Leukemias,6.30,1470,22895166
2013,Others,Melanoma of the Skin,25.28,6104,22895166
2013,Others,Female Repro,25.45,6336,22895166
2013,Others,Prostate,50.39,12961,22895166
2013,Others,Bladder and Kidney,35.10,8443,22895166
2013,Others,Brain and Nerves,6.56,1549,22895166
2013,Others,Thyroid,14.98,3559,22895166
2013,Others,Remaining values,52.26,12451,22895166
2014,Iowa,Head and Neck,16.41,630,3121957
2014,Iowa,Esophagus and Stomach,10.11,387,3121957
2014,Iowa,Colorectal,46.99,1769,3121957
2014,Iowa,Liver and IHBD,6.58,258,3121957
2014,Iowa,Lung and Bronchus,65.64,2522,3121957
2014,Iowa,Breast,66.80,2419,3121957
2014,Iowa,Lymphoma and Myeloma,42.50,1588,3121957
2014,Iowa,Acute Leukemias,6.33,229,3121957
2014,Iowa,Melanoma of the Skin,25.40,907,3121957
2014,Iowa,Female Repro,30.08,1103,3121957
2014,Iowa,Prostate,48.71,1959,3121957
2014,Iowa,Bladder and Kidney,41.96,1583,3121957
2014,Iowa,Brain and Nerves,7.48,260,3121957
2014,Iowa,Thyroid,15.56,497,3121957
2014,Iowa,Remaining values,56.15,2079,3121957
2014,Others,Head and Neck,13.64,3538,23145674
2014,Others,Esophagus and Stomach,10.98,2705,23145674
2014,Others,Colorectal,36.69,9116,23145674
2014,Others,Liver and IHBD,9.39,2483,23145674
2014,Others,Lung and Bronchus,48.47,11881,23145674
2014,Others,Breast,70.38,17603,23145674
2014,Others,Lymphoma and Myeloma,37.25,9159,23145674
2014,Others,Acute Leukemias,6.25,1473,23145674
2014,Others,Melanoma of the Skin,27.05,6692,23145674
2014,Others,Female Repro,26.30,6676,23145674
2014,Others,Prostate,45.60,12071,23145674
2014,Others,Bladder and Kidney,35.21,8705,23145674
2014,Others,Brain and Nerves,6.12,1490,23145674
2014,Others,Thyroid,14.82,3569,23145674
2014,Others,Remaining values,52.09,12713,23145674
2015,Iowa,Head and Neck,17.25,665,3136422
2015,Iowa,Esophagus and Stomach,10.78,418,3136422
2015,Iowa,Colorectal,44.53,1701,3136422
2015,Iowa,Liver and IHBD,6.62,261,3136422
2015,Iowa,Lung and Bronchus,65.55,2566,3136422
2015,Iowa,Breast,68.78,2527,3136422
2015,Iowa,Lymphoma and Myeloma,41.91,1567,3136422
2015,Iowa,Acute Leukemias,7.22,261,3136422
2015,Iowa,Melanoma of the Skin,26.75,962,3136422
2015,Iowa,Female Repro,27.87,1057,3136422
2015,Iowa,Prostate,51.52,2102,3136422
2015,Iowa,Bladder and Kidney,43.21,1680,3136422
2015,Iowa,Brain and Nerves,6.94,246,3136422
2015,Iowa,Thyroid,14.93,483,3136422
2015,Iowa,Remaining values,53.19,1989,3136422
2015,Others,Head and Neck,13.86,3634,23409153
2015,Others,Esophagus and Stomach,10.96,2788,23409153
2015,Others,Colorectal,35.51,9035,23409153
2015,Others,Liver and IHBD,9.81,2671,23409153
2015,Others,Lung and Bronchus,47.57,11979,23409153
2015,Others,Breast,70.22,17949,23409153
2015,Others,Lymphoma and Myeloma,36.96,9262,23409153
2015,Others,Acute Leukemias,5.81,1389,23409153
2015,Others,Melanoma of the Skin,27.30,6892,23409153
2015,Others,Female Repro,26.44,6897,23409153
2015,Others,Prostate,49.00,13341,23409153
2015,Others,Bladder and Kidney,35.96,9067,23409153
2015,Others,Brain and Nerves,6.70,1647,23409153
2015,Others,Thyroid,14.84,3636,23409153
2015,Others,Remaining values,51.35,12760,23409153
2016,Iowa,Head and Neck,17.16,671,3149612
2016,Iowa,Esophagus and Stomach,10.46,407,3149612
2016,Iowa,Colorectal,43.75,1657,3149612
2016,Iowa,Liver and IHBD,7.27,299,3149612
2016,Iowa,Lung and Bronchus,61.16,2439,3149612
2016,Iowa,Breast,68.91,2561,3149612
2016,Iowa,Lymphoma and Myeloma,40.27,1525,3149612
2016,Iowa,Acute Leukemias,8.66,309,3149612
2016,Iowa,Melanoma of the Skin,29.50,1057,3149612
2016,Iowa,Female Repro,30.11,1158,3149612
2016,Iowa,Prostate,52.63,2191,3149612
2016,Iowa,Bladder and Kidney,43.21,1665,3149612
2016,Iowa,Brain and Nerves,6.90,252,3149612
2016,Iowa,Thyroid,15.76,511,3149612
2016,Iowa,Remaining values,56.67,2176,3149612
2016,Others,Head and Neck,14.01,3769,23692437
2016,Others,Esophagus and Stomach,10.87,2839,23692437
2016,Others,Colorectal,36.49,9453,23692437
2016,Others,Liver and IHBD,9.45,2627,23692437
2016,Others,Lung and Bronchus,47.76,12347,23692437
2016,Others,Breast,69.93,18193,23692437
2016,Others,Lymphoma and Myeloma,36.60,9444,23692437
2016,Others,Acute Leukemias,6.06,1496,23692437
2016,Others,Melanoma of the Skin,26.79,6917,23692437
2016,Others,Female Repro,26.01,6907,23692437
2016,Others,Prostate,50.73,14210,23692437
2016,Others,Bladder and Kidney,35.40,9152,23692437
2016,Others,Brain and Nerves,6.31,1589,23692437
2016,Others,Thyroid,14.16,3529,23692437
2016,Others,Remaining values,52.22,13245,23692437
2017,Iowa,Head and Neck,17.13,680,3162567
2017,Iowa,Esophagus and Stomach,10.81,436,3162567
2017,Iowa,Colorectal,41.98,1615,3162567
2017,Iowa,Liver and IHBD,7.56,304,3162567
2017,Iowa,Lung and Bronchus,64.89,2621,3162567
2017,Iowa,Breast,72.84,2730,3162567
2017,Iowa,Lymphoma and Myeloma,40.80,1560,3162567
2017,Iowa,Acute Leukemias,7.02,255,3162567
2017,Iowa,Melanoma of the Skin,29.21,1062,3162567
2017,Iowa,Female Repro,28.44,1091,3162567
2017,Iowa,Prostate,57.87,2445,3162567
2017,Iowa,Bladder and Kidney,42.77,1687,3162567
2017,Iowa,Brain and Nerves,7.52,272,3162567
2017,Iowa,Thyroid,13.04,424,3162567
2017,Iowa,Remaining values,53.41,2067,3162567
2017,Others,Head and Neck,13.66,3744,23923107
2017,Others,Esophagus and Stomach,11.10,2957,23923107
2017,Others,Colorectal,35.38,9314,23923107
2017,Others,Liver and IHBD,9.41,2646,23923107
2017,Others,Lung and Bronchus,46.50,12412,23923107
2017,Others,Breast,70.02,18566,23923107
2017,Others,Lymphoma and Myeloma,36.26,9508,23923107
2017,Others,Acute Leukemias,6.27,1557,23923107
2017,Others,Melanoma of the Skin,26.79,7058,23923107
2017,Others,Female Repro,26.65,7189,23923107
2017,Others,Prostate,53.24,15274,23923107
2017,Others,Bladder and Kidney,35.13,9316,23923107
2017,Others,Brain and Nerves,6.34,1619,23923107
2017,Others,Thyroid,13.81,3449,23923107
2017,Others,Remaining values,51.25,13307,23923107
2018,Iowa,Head and Neck,17.96,723,3171332
2018,Iowa,Esophagus and Stomach,9.53,390,3171332
2018,Iowa,Colorectal,40.99,1589,3171332
2018,Iowa,Liver and IHBD,7.15,295,3171332
2018,Iowa,Lung and Bronchus,61.99,2554,3171332
2018,Iowa,Breast,71.58,2699,3171332
2018,Iowa,Lymphoma and Myeloma,41.67,1630,3171332
2018,Iowa,Acute Leukemias,6.96,260,3171332
2018,Iowa,Melanoma of the Skin,30.99,1126,3171332
2018,Iowa,Female Repro,28.97,1119,3171332
2018,Iowa,Prostate,58.92,2519,3171332
2018,Iowa,Bladder and Kidney,44.98,1789,3171332
2018,Iowa,Brain and Nerves,7.24,262,3171332
2018,Iowa,Thyroid,14.63,478,3171332
2018,Iowa,Remaining values,53.41,2108,3171332
2018,Others,Head and Neck,14.07,3925,24107202
2018,Others,Esophagus and Stomach,10.54,2879,24107202
2018,Others,Colorectal,34.28,9191,24107202
2018,Others,Liver and IHBD,8.66,2494,24107202
2018,Others,Lung and Bronchus,44.32,12181,24107202
2018,Others,Breast,70.96,19090,24107202
2018,Others,Lymphoma and Myeloma,35.50,9495,24107202
2018,Others,Acute Leukemias,5.84,1494,24107202
2018,Others,Melanoma of the Skin,26.16,7031,24107202
2018,Others,Female Repro,25.96,7107,24107202
2018,Others,Prostate,54.03,15853,24107202
2018,Others,Bladder and Kidney,34.39,9332,24107202
2018,Others,Brain and Nerves,6.36,1641,24107202
2018,Others,Thyroid,13.54,3449,24107202
2018,Others,Remaining values,50.58,13475,24107202
2019,Iowa,Head and Neck,18.93,766,3183752
2019,Iowa,Esophagus and Stomach,10.64,442,3183752
2019,Iowa,Colorectal,41.76,1626,3183752
2019,Iowa,Liver and IHBD,7.23,308,3183752
2019,Iowa,Lung and Bronchus,62.99,2649,3183752
2019,Iowa,Breast,72.59,2796,3183752
2019,Iowa,Lymphoma and Myeloma,41.34,1661,3183752
2019,Iowa,Acute Leukemias,7.08,266,3183752
2019,Iowa,Melanoma of the Skin,32.46,1215,3183752
2019,Iowa,Female Repro,29.68,1163,3183752
2019,Iowa,Prostate,63.38,2756,3183752
2019,Iowa,Bladder and Kidney,43.24,1784,3183752
2019,Iowa,Brain and Nerves,6.43,231,3183752
2019,Iowa,Thyroid,14.54,477,3183752
2019,Iowa,Remaining values,54.07,2139,3183752
2019,Others,Head and Neck,13.22,3751,24254864
2019,Others,Esophagus and Stomach,10.35,2897,24254864
2019,Others,Colorectal,33.75,9228,24254864
2019,Others,Liver and IHBD,8.82,2572,24254864
2019,Others,Lung and Bronchus,44.18,12434,24254864
2019,Others,Breast,72.13,19712,24254864
2019,Others,Lymphoma and Myeloma,35.57,9732,24254864
2019,Others,Acute Leukemias,5.92,1528,24254864
2019,Others,Melanoma of the Skin,27.21,7407,24254864
2019,Others,Female Repro,26.25,7319,24254864
2019,Others,Prostate,55.48,16696,24254864
2019,Others,Bladder and Kidney,35.03,9711,24254864
2019,Others,Brain and Nerves,6.12,1627,24254864
2019,Others,Thyroid,14.02,3593,24254864
2019,Others,Remaining values,51.11,13824,24254864
2020,Iowa,Head and Neck,16.19,652,3190571
2020,Iowa,Esophagus and Stomach,9.55,399,3190571
2020,Iowa,Colorectal,35.82,1418,3190571
2020,Iowa,Liver and IHBD,7.06,301,3190571
2020,Iowa,Lung and Bronchus,56.76,2425,3190571
2020,Iowa,Breast,67.06,2562,3190571
2020,Iowa,Lymphoma and Myeloma,39.32,1588,3190571
2020,Iowa,Acute Leukemias,6.06,234,3190571
2020,Iowa,Melanoma of the Skin,28.97,1106,3190571
2020,Iowa,Female Repro,26.21,1032,3190571
2020,Iowa,Prostate,55.03,2453,3190571
2020,Iowa,Bladder and Kidney,41.94,1717,3190571
2020,Iowa,Brain and Nerves,6.81,255,3190571
2020,Iowa,Thyroid,12.51,416,3190571
2020,Iowa,Remaining values,53.23,2121,3190571
2020,Others,Head and Neck,12.49,3610,24360636
2020,Others,Esophagus and Stomach,9.88,2814,24360636
2020,Others,Colorectal,30.91,8512,24360636
2020,Others,Liver and IHBD,7.94,2372,24360636
2020,Others,Lung and Bronchus,37.56,10863,24360636
2020,Others,Breast,64.98,17939,24360636
2020,Others,Lymphoma and Myeloma,32.83,9167,24360636
2020,Others,Acute Leukemias,5.84,1532,24360636
2020,Others,Melanoma of the Skin,23.13,6407,24360636
2020,Others,Female Repro,24.46,6920,24360636
2020,Others,Prostate,49.22,15086,24360636
2020,Others,Bladder and Kidney,31.37,8866,24360636
2020,Others,Brain and Nerves,6.14,1634,24360636
2020,Others,Thyroid,11.74,3024,24360636
2020,Others,Remaining values,47.76,13204,24360636
2021,Iowa,Head and Neck,17.76,734,3197689
2021,Iowa,Esophagus and Stomach,11.39,474,3197689
2021,Iowa,Colorectal,39.14,1559,3197689
2021,Iowa,Liver and IHBD,6.86,300,3197689
2021,Iowa,Lung and Bronchus,58.69,2558,3197689
2021,Iowa,Breast,71.08,2787,3197689
2021,Iowa,Lymphoma and Myeloma,40.05,1629,3197689
2021,Iowa,Acute Leukemias,7.21,273,3197689
2021,Iowa,Melanoma of the Skin,35.25,1343,3197689
2021,Iowa,Female Repro,28.47,1110,3197689
2021,Iowa,Prostate,61.97,2799,3197689
2021,Iowa,Bladder and Kidney,44.65,1859,3197689
2021,Iowa,Brain and Nerves,5.75,209,3197689
2021,Iowa,Thyroid,13.82,466,3197689
2021,Iowa,Remaining values,55.90,2267,3197689
2021,Others,Head and Neck,13.70,4029,24304610
2021,Others,Esophagus and Stomach,11.32,3304,24304610
2021,Others,Colorectal,34.62,9641,24304610
2021,Others,Liver and IHBD,8.61,2592,24304610
2021,Others,Lung and Bronchus,40.64,11992,24304610
2021,Others,Breast,75.25,21003,24304610
2021,Others,Lymphoma and Myeloma,35.32,9992,24304610
2021,Others,Acute Leukemias,5.93,1564,24304610
2021,Others,Melanoma of the Skin,26.26,7381,24304610
2021,Others,Female Repro,26.35,7543,24304610
2021,Others,Prostate,58.77,18424,24304610
2021,Others,Bladder and Kidney,33.97,9786,24304610
2021,Others,Brain and Nerves,5.96,1599,24304610
2021,Others,Thyroid,13.61,3529,24304610
2021,Others,Remaining values,51.73,14532,24304610
